,index,title,rank,date,artist,url,region,chart,trend,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics
parecia excelente, o que aliás podia não ser a minha opinião, mas
com certeza viveria muito; e que podia eu ganhar com indispô-lo
contra mim? Sabia que alguns dos ministros me eram afeiçoados;
não era impossível uma vaga, e... Interrompi-o nesse ponto, para lhe
dizer que meditara muito o passo que ia dar, e não podia recuar uma
linha. Cheguei a propor-lhe a leitura do programa, mas ele recusou
energicamente, dizendo que não queria ter a mínima parte no meu
desatino.
— É um verdadeiro desatino, repetiu ele; pense ainda alguns dias, e
verá que é um desatino.
A mesma coisa disse Sabina, à noite, no teatro. Deixou a filha no
camorote, com o Cotrim, e trouxe-me ao corredor.
— Mano Brás, que é que você vai fazer? perguntou-me aflita. Que
idéia é essa de provocar o governo, sem necessidade, quando
podia...
Expliquei-lhe que não me convinha mendigar uma cadeira no
parlamento; que a minha idéia era derrubar o ministério, por não me
parecer adequado à situação — e a certa fórmula filosófica; afiancei
que empregaria sempre uma linguagem cortês, embora enérgica. A
violência não era especiaria do meu paladar. Sabina bateu com o
leque na ponta dos dedos, abanou a cabeça, e tornou ao assunto com
um ar de súplica e ameaça, alternadamente; eu disse-lhe que não,
que não, e que não. Desenganada, lançou-me em rosto preferi os
conselhos de pessoas estranhas e invejosas aos dela e do marido. —
Pois siga o que lhe parecer, concluiu; nós cumprimos a nossa
obrigação. — Deu-me as costas e voltou ao camarote.

CAPÍTULO CXLVIII / O PROBLEMA INSOLÚVEL
Publiquei o jornal. Vinte e quatro horas depois, aparecia em outros
uma declaração do Cotrim, dizendo, em substância, que “posto não
militasse em nenhum dos partidos em que se dividia a pátria, achava
conveniente deixar bem claro que não tinha influência nem parte
direta ou indireta na folha de seu cunhado, o Dr. Brás Cubas, cujas
idéias e procedimento político inteiramente reprovava. O atual
ministério (como aliás qualquer outro composto de iguais
capacidades) parecia-lhe destinado a promover a felicidade pública”.
Não podia acabar de crer nos meus olhos. Esfreguei-os uma e duas
vezes, e reli a declaração inoportuna, insólita e enigmática. Se ele
nada tinha com os partidos, que lhe importava um incidente tão
vulgar como a publicação de uma folha? Nem todos os cidadãos que
acham bom ou mau um ministério fazem declarações tais pela
imprensa, nem são obrigados a fazê-las. Realmente, era um mistério
a intrusão do Cotrim neste negócio, não menos que a sua agressão
pessoal. Nossas relações até então tinham sido lhanas e benévolas;
não me lembrava nenhum dissentimento, nenhuma sombra, nada,
depois da reconciliação. Ao contrário, as recordações eram de
verdadeiros obséquios; assim, por exemplo, sendo eu deputado,
pude obter-lhe uns fornecimentos para o arsenal de marinha,
fornecimentos que ele continuava a fazer com a maior pontualidade,
e dos quais me dizia algumas semanas antes, que no fim de mais
três anos, podiam dar-lhe uns duzentos contos. Pois a lembrança de
tamanho obséquio não teve força para obstar que ele viesse a público
enxovalhar o cunhado? Devia ser muito poderoso e motivo da
declaração, que o fazia cometer ao mesmo tempo um destempero e
uma ingratidão; confesso que era um problema insolúvel...

CAPÍTULO CXLIX / TEORIA DO BENEFÍCIO
... Tão insolúvel que o Quincas Borba não pôde dar com ele, apesar
de estudá-lo longamente e com boa vontade. — Ora adeus! concluiu;
nem todos os problemas valem cinco minutos de atenção.
Quanto à censura de ingratidão, Quincas Borba rejeitou-a
inteiramente, não como improvável, mas como absurda, por não
obedecer às conclusões de uma boa filosofia humanística.
— Não me podes negar um fato, disse ele; é que o prazer do
beneficiador é sempre maior que o do beneficiado. Que é o benefício?
é um ato que faz cessar certa privação do beneficiado. Uma vez
produzido o efeito essencial, isto é, uma vez cessada a privação,
torna o organismo ao estado anterior, ao estado indiferente. Supõe
que tens apertado em demasia o cós das calças; para fazer cessar o
incômodo, desabotoas o cós, respiras, saboreias um instante de
gozo, o organismo torna à indiferença, e não te lembras dos teus
dedos que praticaram o ato. Não havendo nada que perdure, é
natural que a memória se esvaeça, porque ela não é uma planta
aérea, precisa de chão. A esperança de outros favores, é certo,
conserva sempre no beneficiado a lembrança do primeiro; mas este
fato, aliás um dos mais sublimes que a filosofia pode achar em seu
caminho, explica-se pela memória da privação, ou, usando de outra
fórmula, pela privação continuada na memória, que repercute a dor
passada e aconselha a precaução do remédio oportuno. Não digo
que, ainda sem esta circunstância, não aconteça, algumas vezes,
persistir a memória do obséquio, acompanhada de certa afeição mais
ou menos intensa; mas são verdadeiras aberrações, sem nenhum
valor aos olhos de um filósofo.
— Mas, repliquei eu, se nenhuma razão há para que perdure a
memória do obséquio no obsequiado, menos há de haver em relação
ao obsequiador. Quisera que me explicasses este ponto.
— Não se explica o que é de sua natureza evidente, retorquiu o
Quincas Borba; mas eu direi alguma coisa mais. A persistência do
benefício na memória de quem o exerce explica-se pela natureza
mesma do benefício e seus efeitos. Primeiramente há o sentimento
de uma boa ação, e dedutivamente a consciência de que somos
capazes de boas ações; em segundo lugar, recebe-se uma convicção
de superioridade sobre outra criatura, superioridade no estado e nos
meios; e esta é uma das coisas mais legitimamente agradáveis,
segundo as melhores opiniões, ao organismo humano. Erasmo, que
no seu Elogio da Sandice escreveu algumas coisas boas, chamou a
atenção para a complacência com que dois burros se coçam um ao
outro. Estou longe de rejeitar essa observação de Erasmo; mas direi
o que ele não disse, a saber que se um dos burros coçar melhor o
outro, esse há de ter nos olhos algum indício especial de satisfação.
Por que é que uma mulher bonita olha muitas vezes para o espelho,
senão porque se acha bonita, e porque isso lhe dá certa
superioridade sobre uma multidão de outras mulheres menos bonitas
ou absolutamente feias? A consciência é a mesma coisa; remira-se a
miúdo, quando se acha bela. Nem o remorso é outra coisa mais do
que o trejeito de uma consciência que se vê hedionda. Não esqueças
que, sendo tudo uma simples irradiação de Humanitas, o benefício e
seus efeitos são fenômenos perfeitamente admiráveis.

CAPÍTULO CL / ROTAÇÃO E TRANSLAÇÃO
Há em cada empresa, afeição ou idade um ciclo inteiro da vida
humana. O primeiro número do meu jornal encheu-me a alma de
uma vasta aurora, coroou-me de verduras, restituiu-me a lepidez da
mocidade. Seis meses depois batia a hora da velhice, e daí a duas
semanas a da morte, que foi clandestina, como a de D. Plácida. No
dia em que o jornal amanheceu morto, respirei como um homem que
vem de longo caminho. De modo que, se eu disser que a vida
humana nutre de si mesma outras vidas, mais ou menos efêmeras,
como o corpo alimenta os seus parasitas, creio não dizer uma coisa
inteiramente absurda. Mas, para não arriscar essa figura menos
nítida e adequada, prefiro uma imagem astronômica: o homem
executa à roda do grande mistério um movimento duplo de rotação e
translação; tem os seus dias, desiguais como os de Júpiter, e deles
compõe o seu ano mais ou menos longo.
No momento em que eu terminava o meu movimento de rotação,
concluía Lobo Neves o seu movimento de translação. Morria com o pé
na escada ministerial. Correu ao menos durante algumas semanas,
que ele ia ser ministro; e pois que o boato me encheu de muita
irritação e inveja, não é impossível que a notícia da morte me
deixasse alguma tranqüilidade, alívio, e um ou dois minutos de
prazer. Prazer é muito, mas é verdade; juro aos séculos que é a pura
verdade.
Fui ao enterro. Na sala mortuária achei Virgília, ao pé do féretro, a
soluçar. Quando levantou a cabeça, vi que chorava deveras. Ao sair o
enterro, abraçou-se ao caixão, aflita; vieram tirá-la e levá-la para
dentro. Digo-vos que as lágrimas eram verdadeiras. Eu fui ao
cemitério; e, para dizer tudo, não tinha muita vontade de falar;
levava uma pedra na garganta ou na consciência. No cemitério,
principalmente quando deixei cair a pá de cal sobre o caixão, no
fundo da cova, o baque surdo da cal deu-me um estremecimento
passageiro, é certo, mas desagradável; e depois a tarde tinha o peso
e a cor do chumbo; o cemitério, as roupas pretas...

CAPÍTULO CLI / FILOSOFIA DOS EPITÁFIOS
Saí, afastando-me dos grupos, e fingindo ler os epitáfios. E, aliás,
gosto dos epitáfios; eles são, entre a gente civilizada, uma expressão
daquele pio e secreto egoísmo que induz o homem a arrancar à
morte um farrapo ao menos da sombra que passou. Daí vem, talvez,
a tristeza inconsolável dos que sabem os seus mortos na vala
comum; parece-lhes que a podridão anônima os alcança a eles
mesmos.

CAPÍTULO CLII / A MOEDA DE VESPASIANO
Tinham ido todos; só o meu carro esperava pelo dono. Acendi um
charuto; afastei-me do cemitério. Não podia sacudir dos olhos a
cerimônia do enterro, nem dos ouvidos os soluços de Virgília. Os
soluços, principalmente, tinham o som vago e misterioso de um
problema. Virgília traíra o marido, com sinceridade, e agora choravao
com sinceridade. Eis uma combinação difícil que não pude fazer em
todo o trajeto; em casa, porém, apeando-me do carro, suspeitei que
a combinação era possível, e até fácil. Meiga Natura! A taxa da dor é
como a moeda de Vespasiano; não cheira à origem, e tanto se colhe
do mal como do bem. A moral repreenderá, porventura, a minha
cúmplice; é o que te não importa, implacável amiga, uma vez que lhe
recebeste pontualmente as lágrimas. Meiga, três vezes Meiga Natura!

CAPÍTULO CLIII / O ALIENISTA
Começo a ficar patético e prefiro dormir. Dormi, sonhei que era
nababo, e acordei com a idéia de ser nababo. Eu gostava, às vezes,
de imaginar esses contrastes de região, estado e credo. Alguns dias
antes tinha pensado na hipótese de uma revolução social, religiosa e
política, que transferisse o arcebispo de Cantuária a simples coletor
de Petrópolis, e fiz longos cálculos para saber se o coletor eliminaria o
arcebispo, ou se o arcebispo rejeitaria o coletor, ou que porção de
arcebispo pode jazer num coletor, ou que soma de coletor pode
combinar com um arcebispo, etc. Questões insolúveis,
aparentemente, mas na realidade perfeitamente solúveis, desde que
se atenda que pode haver num arcebispo dois arcebispos, — o da
bula e o outro. Está dito, vou ser nababo.
Era um simples gracejo; disse-o, todavia, ao Quincas Borba, que
olhou para mim com certa cautela e pena, levando a sua bondade a
comunicar-me que eu estava doido. Ri-me a princípio; mas a nobre
convicção do filósofo incutiu-me certo medo. A única objeção contra a
palavra do Quincas Borba é que não me sentia doido, mas não tendo
geralmente os doidos outro conceito de si mesmos, tal objeção ficava
sem valor. E vede se há algum fundamento na crença popular de que
os filósofos são homens alheios às coisas mínimas. No dia seguinte,
mandou-me o Quincas Borba um alienista. Conhecia-o, fiquei
aterrado. Ele, porém, houve-se com a maior delicadeza e habilidade,
despedindo-se tão alegremente que me animou a perguntar-lhe se
deveras me não achava doido.
— Não, disse ele sorrindo; raros homens terão tanto juízo como o
senhor.
— Então o Quincas Borba enganou-se?
— Redondamente. E depois: — Ao contrário, se é amigo dele... peçolhe
que o distraia... que...
— Justos céus! Parece-lhe?... Um homem de tamanho espírito, um
filósofo!
— Não importa, a loucura entra em todas as casas.
Imaginem a minha aflição. O alienista, vendo o efeito de suas
palavras, reconheceu que eu era amigo do Quincas Borba, e tratou de
diminuir a gravidade da advertência. Observou que podia não ser
nada, e acrescentou até que um grãozinho de sandice, longe de fazer
mal, dava certo pico à vida. Como eu rejeitasse com horror esta
opinião, o alienista sorriu e disse-me uma coisa tão extraordinária,
tão extraordinária, que não merece menos de um capítulo.

CAPÍTULO CLIV / OS NAVIOS DO PIREU
— Há de lembrar-se, disse-me o alienista, daquele famoso maníaco
ateniense, que supunha que todos os navios entrados no Pireu eram
de sua propriedade. Não passava de um pobretão, que talvez não
tivesse, para dormir, a cuba de Diógenes; mas a posse imaginária
dos navios valia por todas as dracmas da Hélade. Ora bem, há em
todos nós um maníaco de Atenas; e quem jurar que não possuiu
alguma vez, mentalmente, dois ou três patachos, pelo menos, pode
crer que jura falso.
— Também o senhor? perguntei-lhe.
— Também eu.
— Também eu?
— Também o senhor; e o seu criado, não menos, se é seu criado
esse homem que ali está sacudindo os tapetes à janela.
De fato, era um dos meus criados que batia os tapetes, enquanto nós
falávamos no jardim, ao lado. O alienista notou então que ele
escancarara as janelas todas deste longo tempo, que alçara as
cortinas, que devassara o mais possível a sala, ricamente alfaiada,
para que a vissem de fora, e concluiu: — Este seu criado tem a
mania do ateniense: crê que os navios são dele; uma hora de ilusão
que lhe dá a maior felicidade da Terra.

CAPÍTULO CLV / REFLEXÃO CORDIAL
— Se o alienista tem razão, disse eu comigo, não haverá muito que
lastimar o Quincas Borba; é uma questão de mais ou de menos.
Contudo, é justo cuidar dele, e evitar que lhe entrem no cérebro
maníacos de outras paragens.

CAPÍTULO CLVI / ORGULHO DA SERVILIDADE
Quincas Borba divergiu do alienista em relação ao meu criado. —
Pode-se, por imagem, disse ele, atribuir ao teu criado a mania do
ateniense; mas imagens não são idéias nem observações tomadas à
natureza. O que o teu criado tem é um sentimento nobre e
perfeitamente regido pelas leis do Humanitismo: é o orgulho da
servilidade. A intenção dele é mostrar que não é criado de qualquer.
— Depois chamou a minha atenção para os cocheiros de casa grande,
mais empertigados que o amo, para os criados de hotel, cuja
solicitude obedece às variações sociais da freguesia, etc. E concluiu
que era tudo a expressão daquele sentimento delicado e nobre, —
prova cabal de que muitas vezes o homem, ainda a engraxar botas, é
sublime.

CAPÍTULO CLVII / FASE BRILHANTE
— Sublime és tu, bradei eu, lançando-lhe os braços ao pescoço.
Com efeito, era impossível crer que um homem tão profundo
chegasse à demência; foi o que lhe disse após o meu abraço,
denunciando-lhe a suspeita do alienista. Não posso descrever a
impressão que lhe fez a denúncia; lembra-me que ele estremeceu e
ficou muito pálido.
Foi por esse tempo que eu me reconciliei outra vez com o Cotrim,
sem chegar a saber a causa do dissentimento. Reconciliação
oportuna, porque a solidão pesava-me, e a vida era para mim a pior
das fadigas, que é a fadiga sem trabalho. Pouco depois fui convidado
por ele a filiar-me numa Ordem Terceira; o que eu não fiz sem
consultar o Quincas Borba:
— Vai, se queres, disse-me este, mas temporariamente. Eu trato de
anexar à minha filosofia uma parte dogmática e litúrgica. O
Humanitismo há de ser também uma religião, a do futuro, a única
verdadeira. O cristianismo é bom para as mulheres e os mendigos, e
as outras religiões não valem mais do que essa: orçam todas pela
mesma vulgaridade ou fraqueza. O paraíso cristão é um digno êmulo
do paraíso muçulmano; e quanto ao nirvana de Buda não passa de
uma concepção de paralíticos. Verás o que é a religião humanística. A
absorção final, a fase contrativa, é a reconstituição da substância,
não o seu aniquilamento, etc. Vai aonde te chamam; não esqueças,
porém, que és o meu califa.
E vede agora a minha modéstia; filiei-me na Ordem Terceira de ***,
exerci ali alguns cargos, foi essa a fase mais brilhante da minha vida.
Não obstante, calo-me, não digo nada, não conto os meus serviços, o
que fiz aos pobres e aos enfermos, nem as recompensas que recebi,
nada, não digo absolutamente nada.
Talvez a economia social pudesse ganhar alguma coisa, se eu
mostrasse como todo e qualquer prêmio estranho vale pouco ao lado
do prêmio subjetivo e imediato; mas seria romper o silêncio que jurei
guardar neste ponto. Demais, os fenômenos da consciência são de
difícil análise; por outro lado, se contasse um, teria de contar todos
os que a ele se prendessem, e acabava fazendo um capítulo de
psicologia. Afirmo somente que foi a fase mais brilhante da minha
vida. Os quadros eram tristes; tinham a monotonia da desgraça, que
é tão aborrecida como a do gozo, e talvez pior. Mas a alegria que se
dá à alma dos doentes e dos pobres, é recompensa de algum valor; e
não me digam que é negativa, por só recebê-la o obsequiado. Não;
eu recebia-a de um modo reflexo, e ainda assim grande, tão grande
que me dava excelente idéia de mim mesmo.

CAPÍTULO CLVIII / DOIS ENCONTROS
No fim de alguns anos, três ou quatro, estava enfarado do ofício, e
deixei-o, não sem um donativo importante, que me deu direito ao
retrato na sacristia. Não acabarei, porém, o capítulo sem dizer que vi
morrer no hospital da Ordem, adivinhem quem?... a linda Marcela; e
vi-a morrer no mesmo dia em que, visitando um cortiço, para
distribuir esmolas, achei... Agora é que não são capazes de
adivinhar... achei a flor da moita, Eugênia, a filha de D. Eusébia e do
Vilaça, tão coxa como a deixara, e ainda mais triste.
Esta, ao reconhecer-me, ficou pálida, e baixou os olhos; mas foi obra
de um instante. Ergueu logo a cabeça, e fitou-me com muita
dignidade. Compreendi que não receberia esmolas da minha
algibeira, e estendi-lhe a mão, como faria à esposa de um capitalista.
Cortejou-me e fechou-se no cubículo. Nunca mais a vi; não soube
nada da vida dela, nem se a mãe era morta, nem que desastre a
trouxera a tamanha miséria. Sei que continuava coxa e triste. Foi
com esta impressão profunda que cheguei ao hospital, onde Marcela
entrara na véspera, e onde a vi expirar meia hora depois, feia,
magra, decrépita...

CAPÍTULO CLIX / SEMIDEMÊNCIA
Compreendi que estava velho, e precisava de uma força; mas o
Quincas Borba partira seis meses antes para Minas Gerais, e levou
consigo a melhor das filosofias. Voltou quatro meses depois, e
entrou-me em casa, certa manhã, quase no estado em que eu o vira
no Passeio Público. A diferença é que o olhar era outro. Vinha
demente. Contou-me que, para o fim de aperfeiçoar o Humanitismo,
queimara o manuscrito todo e ia recomeçá-lo. A parte dogmática
ficava completa, embora não escrita; era a verdadeira religião do
futuro.
— Juras por Humanitas? perguntou-me.
— Sabes que sim.
A voz mal podia sair-me do peito; e aliás não tinha descoberto toda a
cruel verdade. Quincas Borba não só estava louco, mas sabia que
estava louco, e esse resto de consciência, como uma frouxa
lamparina no meio das trevas, complicava muito o horror da situação.
Sabia-o, e não se irritava contra o mal; ao contrário, dizia-me que
era ainda uma prova de Humanitas, que assim brincava consigo
mesmo. Recitava-me longos capítulos do livro, e antífonas, e litanias
espirituais; chegou até a reproduzir uma dança sacra que inventara
para as cerimônias do Humanitismo. A graça lúgubre com que ele
levantava e sacudia as pernas era singularmente fantástica. Outras
vezes amuava-se a um canto, com os olhos fitos no ar, uns olhos em
que, de longe em longe, fulgurava um raio persistente da razão,
triste como uma lágrima...
Morreu pouco tempo depois, em minha casa, jurando e repetindo
sempre que a dor era uma ilusão, e que Pangloss, o caluniado
Pangloss, não era tão tolo como o supôs Voltaire.

CAPÍTULO CLX / DAS NEGATIVAS
Entre a morte do Quincas Borba e a minha, mediaram os sucessos
narrados na primeira parte do livro. O principal deles foi a invenção
do emplasto Brás Cubas, que morreu comigo, por causa da moléstia
que apanhei. Divino emplasto, tu me darias o primeiro lugar entre os
homens, acima da ciência e da riqueza, porque eras a genuína e
direta inspiração do Céu. O caso determinou o contrário; e aí vos
ficais eternamente hipocondríacos.
Este último capítulo é todo de negativas. Não alcancei a celebridade
do emplasto, não fui ministro, não fui califa, não conheci o
casamento. Verdade é que, ao lado dessas faltas, coube-me a boa
fortuna de não comprar o pão com o suor do meu rosto. Mais; não
padeci a morte de D. Plácida, nem a semidemência do Quincas
Borba. Somadas umas coisas e outras, qualquer pessoa imaginará
que não houve míngua nem sobra, e conseguintemente que saí quite
com a vida. E imaginará mal; porque ao chegar a este outro lado do
mistério, achei-me com um pequeno saldo, que é a derradeira
negativa deste capítulo de negativas: — Não tive filhos, não transmiti
a nenhuma criatura o legado da nossa miséria.

FIM2Embed"
889,889,Paredes - Ao Vivo,21,2017-01-01,Jorge & Mateus,https://open.spotify.com/track/2GfxgssRHvY1azHtaRqKoK,Brazil,top200,MOVE_DOWN,142894.0,0.619,0.925,8.0,-2.424,1.0,0.148,0.176,0.0,0.272,0.802,169.974,184033.0,Error
